name,alt_name,company,state,municipality,fuel_bucket,technology,capacity_mw,commission_year,closure_year,lat,lon
Thyrow,,Lausitz Energie Kraftwerke AG,Brandenburg,Nunsdorf,natural_gas,Gas turbine,37.5,,2016.0,52.23015,13.30195
Thyrow,,Lausitz Energie Kraftwerke AG,Brandenburg,Nunsdorf,natural_gas,Gas turbine,37.5,,2016.0,52.23015,13.30195
Thyrow,,Lausitz Energie Kraftwerke AG,Brandenburg,Nunsdorf,natural_gas,Gas turbine,37.5,,2016.0,52.23015,13.30195
Thyrow,,Lausitz Energie Kraftwerke AG,Brandenburg,Nunsdorf,natural_gas,Gas turbine,36.5,1987.0,,52.23015,13.30195
Thyrow,,Lausitz Energie Kraftwerke AG,Brandenburg,Nunsdorf,natural_gas,Gas turbine,36.5,1987.0,,52.23015,13.30195
Thyrow,,Lausitz Energie Kraftwerke AG,Brandenburg,Nunsdorf,natural_gas,Gas turbine,36.5,1987.0,,52.23015,13.30195
Thyrow,,Lausitz Energie Kraftwerke AG,Brandenburg,Nunsdorf,natural_gas,Gas turbine,36.5,1987.0,,52.23015,13.30195
Franken 1,Franken I-1 (Nürnberg),Uniper Kraftwerke GmbH ,Bayern,Nürnberg,natural_gas,Combined cycle,383.0,1973.0,,49.420836,11.007737
Franken 1,Franken I-2 (Nürnberg),Uniper Kraftwerke GmbH ,Bayern,Nürnberg,natural_gas,Combined cycle,440.0,1976.0,,49.420836,11.007737
HKW 1,,Energieversorgung Oberhausen AG,Nordrhein-Westfalen,Oberhausen,natural_gas,Steam turbine,23.1,1971.0,,51.470671,6.861598
Obernburg,Obernburg,Kraftwerk Obernburg GmbH,Bayern,Obernburg,natural_gas,Combined cycle,40.0,1920.0,,49.82935,9.14824
Heizkraftwerk Pforzheim GmbH,,Heizkraftwerk Pforzheim GmbH,Baden-Württemberg,Pforzheim,natural_gas,Steam turbine,11.3,,2016.0,48.88316,8.6653
Heizkraftwerk Pforzheim GmbH,,Heizkraftwerk Pforzheim GmbH,Baden-Württemberg,Pforzheim,natural_gas,Combined cycle,41.2,1980.0,,48.88316,8.6653
Kraftwerk Veltheim,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Porta Westfalica,natural_gas,Gas turbine,65.0,1974.0,2015.0,52.19004,8.93318
Kraftwerk Veltheim,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Porta Westfalica,natural_gas,Steam turbine,335.0,1975.0,2015.0,52.18696,8.93018
Solvay Kraftwerk Rheinberg,,Solvay Chemicals GmbH,Nordrhein-Westfalen,Rheinberg,natural_gas,Steam turbine,79.0,1961.0,,51.564890000000005,6.578239999999999
HKW Schwarza,,TWS Thüringer Wärme Service GmbH,Thüringen,Rudolstadt,natural_gas,Steam turbine,26.5,1936.0,,50.686928,11.329303
GuD Anlage Spreetal,,Alpiq Spreetal GmbH,Sachsen,Spreetal,natural_gas,Combined cycle,50.0,,2012.0,51.516748,14.366559
Dow Stade,,Dow Deutschland Anlagengesellschaft mbH,Niedersachsen,Stade,natural_gas,Steam turbine,190.0,,2014.0,53.65191970000001,9.5078665
GuD-Ikw Staßfurt,,CIECH Energy Deutschland GmbH,Sachsen-Anhalt,Staßfurt,natural_gas,Combined cycle,9.0,,2015.0,51.59421,11.572945
Heizkraftwerk Stuttgart-Gaisburg,,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Stuttgart,natural_gas,Gas turbine,55.0,,2014.0,48.782453,9.231483
Gersteinwerk,Gersteinwerk F (Werne),RWE Generation SE,Nordrhein-Westfalen,Werne,natural_gas,Combined cycle,55.0,1973.0,,51.672453,7.709947
Gersteinwerk,Gersteinwerk G (Werne),RWE Generation SE,Nordrhein-Westfalen,Werne,natural_gas,Combined cycle,55.0,1973.0,,51.672453,7.709947
Gersteinwerk,,RWE Generation SE,Nordrhein-Westfalen,Werne,natural_gas,Steam turbine,55.0,1973.0,2018.0,51.672453,7.709947
Gersteinwerk,,RWE Generation SE,Nordrhein-Westfalen,Werne,natural_gas,Steam turbine,55.0,1973.0,,51.672453,7.709947
Gersteinwerk,,RWE Generation SE,Nordrhein-Westfalen,Werne,natural_gas,Steam turbine,355.0,1973.0,,51.672453,7.709947
Gersteinwerk,Gersteinwerk F (Werne),RWE Generation SE,Nordrhein-Westfalen,Werne,natural_gas,Combined cycle,355.0,1973.0,,51.672453,7.709947
Gersteinwerk,Gersteinwerk G (Werne),RWE Generation SE,Nordrhein-Westfalen,Werne,natural_gas,Combined cycle,355.0,1973.0,,51.672453,7.709947
Gersteinwerk,Gersteinwerk K1 (GT) (Werne),RWE Generation SE,Nordrhein-Westfalen,Werne,natural_gas,Gas turbine,112.0,1984.0,,51.672453,7.709947
Heizkraftwerke an der Friedensbrücke,,Heizkraftwerk Würzburg GmbH,Bayern,Würzburg,natural_gas,Steam turbine,23.0,1971.0,,49.800041,9.923136
UPM Augsburg,,UPM GmbH Werk Augsburg,Bayern,Augsburg,natural_gas,Steam turbine,29.0,1967.0,,48.38008,10.90143
Heizkraftwerk,,Stadtwerke Augsburg Energie GmbH,Bayern,Augsburg ,natural_gas,Steam turbine,20.4,1976.0,,48.37509,10.90277
"MT, Düren",,Metsä Tissue GmbH (Werk Düren),Nordrhein-Westfalen,Düren,natural_gas,Steam turbine,14.0,1940.0,,50.77284,6.49003
PWG,,Peißenberger Wärmegesellschaft mbH,Bayern,Peißenberg,natural_gas,Steam turbine,5.3,1989.0,2016.0,47.789499,11.055371
PWG,,Peißenberger Wärmegesellschaft mbH,Bayern,Peißenberg,natural_gas,Steam turbine,5.3,1987.0,2016.0,47.789499,11.055371
UPM Schongau,,UPM GmbH,Bayern,Schongau,natural_gas,Steam turbine,64.0,1954.0,,47.80811,10.90251
Sigmundshall,,K+S AG,Niedersachsen,Wunstorf,natural_gas,Steam turbine,11.0,1974.0,,52.41852,9.36815
HKW Pfaffenwald,,Universität Stuttgart,Baden-Württemberg,Stuttgart,natural_gas,Steam turbine,12.181,1988.0,,48.75081,9.1103
HKW Pfaffenwald,,Universität Stuttgart,Baden-Württemberg,Stuttgart,natural_gas,Steam turbine,11.3377,1969.0,,48.75081,9.1103
HKW Pfaffenwald,,Universität Stuttgart,Baden-Württemberg,Stuttgart,natural_gas,Steam turbine,11.6188,1968.0,,48.75081,9.1103
PKV Kraftwerk,,Papier- u. Kartonfabrik Varel GmbH & Co. KG,Niedersachsen,Varel,natural_gas,Steam turbine,58.1,1989.0,,53.40317,8.128210000000001
PKV Kraftwerk,,Papier- u. Kartonfabrik Varel GmbH & Co. KG,Niedersachsen,Varel,natural_gas,Steam turbine,0.48,1968.0,,53.40317,8.128210000000001
Holthausen,,Henkel AG & Co. KGaA,Nordrhein-Westfalen,Düsseldorf,natural_gas,Steam turbine,84.0,1948.0,,51.17565,6.83805
Heizkraftwerk,,DS Smith Paper Deutschland GmbH,Bayern,Aschaffenburg,natural_gas,Steam turbine,27.0,,2012.0,49.988218,9.155761
Heizkraftwerk Evonik Rheinfelden,,Evonik Degussa GmbH,Baden-Württemberg,Rheinfelden,natural_gas,Steam turbine,15.68,1979.0,,47.570794,7.807192
Gaskraftwerk,,DS Smith Paper Deutschland GmbH,Hessen,Witzenhausen,natural_gas,Steam turbine,13.2,1990.0,,51.31981075,9.848941452
Kraftwerk 2,,Papierfabrik Adolf Jass GmbH & Co. KG,Hessen,Fulda,natural_gas,Steam turbine,7.5,1982.0,,50.56912,9.68128
Werk Nordstemmen,,"Nordzucker AG, Werk Nordstemmen",Niedersachsen,Nordstemmen,natural_gas,Steam turbine,30.6,1953.0,,52.16921,9.7909
HKW 1 Werk Offstein,,Südzucker AG Mannheim,Rheinland-Pfalz,Obrigheim,natural_gas,Steam turbine,30.0,1961.0,,49.599140000000006,8.22096
Gemeinschaftskraftwerk Weig,,Moritz J. Weig GmbH & Co KG,Rheinland-Pfalz,Mayen,natural_gas,Steam turbine,8.4,1971.0,,50.321134,7.233907
Heizkraftwerk Bomlitz,,Sales & Solutions GmbH,Niedersachsen,Bomlitz,natural_gas,Steam turbine,12.75,1969.0,,52.904778,9.658513
HKW-Mitte,,Stadtwerke Lemgo GmbH,Nordrhein-Westfalen,Lemgo,natural_gas,Steam turbine,10.1,1980.0,,52.029657,8.907163
Energieversogung Wedding,,Bayer AG,Berlin,Berlin,natural_gas,Steam turbine,15.0,1972.0,,52.53931,13.363904000000002
KWK-Anlage Neukochen,,Papierfabrik Palm GmbH & Co. KG,Baden-Württemberg,Aalen,natural_gas,Steam turbine,15.0,1960.0,,48.836270500000005,10.0931765
Wilmersdorf,,Vattenfall Wärme Berlin AG,Berlin,Berlin,oil,Gas turbine,184.0,1977.0,,52.48159366,13.30761909
Wilmersdorf,,Vattenfall Wärme Berlin AG,Berlin,Berlin,oil,Gas turbine,92.0,1977.0,2018.0,52.48159366,13.30761909
Moabit,,Vattenfall Wärme Berlin AG,Berlin,Berlin,oil,Gas turbine,34.0,1971.0,,52.53735111,13.34611416
Moabit,,Vattenfall Wärme Berlin AG,Berlin,Berlin,oil,Gas turbine,17.0,1971.0,2018.0,52.53735111,13.34611416
KW Mittelsbüren,,swb Erzeugung AG & Co. KG,Bremen,Bremen,oil,Gas turbine,86.0,1975.0,,53.12891,8.68524
Brunsbüttel,,Vattenfall Europe Nuclear Energy GmbH,Schleswig-Holstein,Brunsbüttel,oil,Gas turbine,63.5,,2017.0,53.89251924,9.201135635
Brunsbüttel,,Vattenfall Europe Nuclear Energy GmbH,Schleswig-Holstein,Brunsbüttel,oil,Gas turbine,63.5,,2017.0,53.89251924,9.201135635
Brunsbüttel,,Vattenfall Europe Nuclear Energy GmbH,Schleswig-Holstein,Brunsbüttel,oil,Gas turbine,63.5,,2017.0,53.89251924,9.201135635
Brunsbüttel,,Vattenfall Europe Nuclear Energy GmbH,Schleswig-Holstein,Brunsbüttel,oil,Gas turbine,63.5,,2017.0,53.89251924,9.201135635
GT,,Stadtwerke Düsseldorf AG,Nordrhein-Westfalen,Düsseldorf,oil,Gas turbine,86.2,1972.0,,51.222794,6.813696
HKW Flensburg,Flensburg K09 bis K12,Stadtwerke Flensburg GmbH,Schleswig-Holstein,Flensburg,oil,Combined cycle,30.0,,2012.0,54.80506,9.43238
Ingolstadt,Ingolstadt 3 - Großmehring,Uniper Kraftwerke GmbH ,Bayern,Großmehring,oil,Steam turbine,386.0,1973.0,,48.761412,11.503001
Ingolstadt,Ingolstadt 4 - Großmehring,Uniper Kraftwerke GmbH ,Bayern,Großmehring,oil,Steam turbine,386.0,1974.0,,48.761412,11.503001
Kraftwerk Hausham,Hausham GT 1 bis 4,Peissenberger Kraftwerksgesellschaft mbH,Bayern,Hausham,oil,Gas turbine,23.4,1982.0,,47.752396000000005,11.839802
Kraftwerk Hausham,Hausham GT 1 bis 4,Peissenberger Kraftwerksgesellschaft mbH,Bayern,Hausham,oil,Gas turbine,23.4,1982.0,,47.752396000000005,11.839802
Kraftwerk Hausham,Hausham GT 1 bis 4,Peissenberger Kraftwerksgesellschaft mbH,Bayern,Hausham,oil,Gas turbine,23.4,1982.0,,47.752396000000005,11.839802
Kraftwerk Hausham,Hausham GT 1 bis 4,Peissenberger Kraftwerksgesellschaft mbH,Bayern,Hausham,oil,Gas turbine,23.4,1982.0,,47.752396000000005,11.839802
Dampfkraftwerk Marbach am Neckar,,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Marbach,oil,Gas turbine,77.4,1971.0,,48.927497,9.230005
Dampfkraftwerk Marbach am Neckar,Marbach III,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Marbach,oil,Combined cycle,85.0,1975.0,,48.927497,9.230005
Dampfkraftwerk Marbach am Neckar,Marbach III,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Marbach,oil,Combined cycle,263.5,1975.0,,48.927497,9.230005
Itzehoe,,Uniper Kraftwerke GmbH ,Schleswig-Holstein,Oldendorf,oil,Steam turbine,88.0,1972.0,,53.966422,9.449486
Audorf,,Uniper Kraftwerke GmbH ,Schleswig-Holstein,Osterrönfeld,oil,Steam turbine,87.0,1973.0,,54.290672,9.722775
IKS PCK Schwedt,,PCK Raffinerie GmbH,Brandenburg,PCK Schwedt,oil,Steam turbine,28.0,1972.0,,53.098180000000006,14.23454
Restmüll-Heizkraftwerk Stuttgart-Münster,Stuttgart-Münster,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Stuttgart,oil,Steam turbine,23.3,1974.0,,48.815833000000005,9.221111
Restmüll-Heizkraftwerk Stuttgart-Münster,Stuttgart-Münster,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Stuttgart,oil,Steam turbine,23.3,1974.0,,48.815833000000005,9.221111
Restmüll-Heizkraftwerk Stuttgart-Münster,Stuttgart-Münster,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Stuttgart,oil,Steam turbine,23.3,1974.0,,48.815833000000005,9.221111
Irsching,Irsching 3,Uniper Kraftwerke GmbH ,Bayern,Vohburg,oil,Steam turbine,415.0,1974.0,,48.76702,11.580033
Kraftwerk Walheim,Walheim GT D,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Walheim,oil,Gas turbine,136.0,1981.0,,49.017472,9.157389
SKW Gasturbine,,Allgäuer Überlandwerk GmbH,Bayern,Waltenhofen-Veits,oil,Gas turbine,24.0,1988.0,,47.683464,10.31911
SKW Diesel,,Allgäuer Überlandwerk GmbH,Bayern,Waltenhofen-Veits,oil,Steam turbine,10.5,1978.0,,47.683464,10.31911
Wedel,Wedel A und B,Vattenfall Hamburg Wärme GmbH,Schleswig-Holstein,Wedel,oil,Gas turbine,50.5,1972.0,,53.56625104,9.728479385
Wedel,Wedel A und B,Vattenfall Hamburg Wärme GmbH,Schleswig-Holstein,Wedel,oil,Gas turbine,50.5,1972.0,,53.56625104,9.728479385
Kraftwerk Werdohl-Elverlingsen,,Mark-E AG,Nordrhein-Westfalen,Werdohl,oil,Steam turbine,206.0,1975.0,,51.27559,7.70637
Wilhelmshaven,,Uniper Kraftwerke GmbH ,Niedersachsen,Wilhelmshaven,oil,Gas turbine,56.0,1973.0,,53.565819,8.146245
Zolling,,ENGIE Deutschland AG,Bayern,Zolling,oil,Gas turbine,50.0,1976.0,,48.45534,11.8019
DKW Nord,,Vereinigte Wertach-Elektrizitätswerke GmbH,Bayern,Mindelheim,oil,Steam turbine,11.4,1988.0,,48.062671,10.486643
DKW Leinau,,Vereinigte Wertach-Elektrizitätswerke GmbH,Bayern,Pforzen,oil,Steam turbine,11.4,1978.0,,47.912537,10.61174
Kraftwerk,,Basell Polyolefine GmbH,Nordrhein-Westfalen,Wesseling,oil,Steam turbine,90.0,1962.0,,50.83051,6.95936
Spitzenkraftwerk,,Eurowatt Spitzenkraft GmbH,Bayern,Deggendorf,oil,Steam turbine,19.0,,2014.0,48.85906,13.00692
KW Mittelsbüren,Bremen-Mittelsbüren 4,ArcelorMittal Bremen GmbH,Bremen,Bremen,,Steam turbine,160.0,1975.0,,53.12891,8.68524
KW Mittelsbüren,,swb Erzeugung GmbH & Co. KG,Bremen,Bremen,,Steam turbine,110.0,,2013.0,53.12891,8.68524
Duisburg Ruhrort 2,,ThyssenKrupp Steel Europe AG,Nordrhein-Westfalen,Duisburg - Ruhrort,,Steam turbine,60.0,1955.0,,51.459673,6.730574000000001
Duisburg Ruhrort 3,Duisburg-Ruhrort 3,ThyssenKrupp Steel Europe AG,Nordrhein-Westfalen,Duisburg - Ruhrort,,Steam turbine,95.0,1963.0,,51.459673,6.730574000000001
Duisburg Ruhrort 4,Duisburg-Ruhrort 4,ThyssenKrupp Steel Europe AG,Nordrhein-Westfalen,Duisburg - Ruhrort,,Steam turbine,170.0,1968.0,,51.459673,6.730574000000001
IKW,Eisenhüttenstadt,ArcelorMittal Eisenhüttenstadt GmbH,Brandenburg,Eisenhüttenstadt,,Steam turbine,45.0,1954.0,,52.1674,14.626970000000002
HKW West,Frankfurt-West 2 u. 3,Mainova AG,Hessen,Frankfurt am Main,,Steam turbine,19.7,,2016.0,50.09847,8.653030000000001
Duisburg Hamborn 3,,ThyssenKrupp Steel Europe AG,Nordrhein-Westfalen,Hamborn,,Steam turbine,59.0,1958.0,,51.49100000000001,6.72749
Duisburg Hamborn 4,Duisburg-Hamborn 4,ThyssenKrupp Steel Europe AG,Nordrhein-Westfalen,Hamborn,,Steam turbine,101.0,1976.0,,51.49100000000001,6.72749
Huckingen,Huckingen A,Hüttenwerke Krupp Mannesmann GmbH,Nordrhein-Westfalen,Duisburg-Huckingen,,Combined cycle,303.0,1976.0,,51.36787,6.7167
Huckingen,Huckingen B,Hüttenwerke Krupp Mannesmann GmbH,Nordrhein-Westfalen,Duisburg-Huckingen,,Combined cycle,303.0,1977.0,,51.36787,6.7167
Kraftwerk Nord,Ludwigshafen-Nord,BASF SE,Rheinland-Pfalz,Ludwigshafen,,Combined cycle,87.5,1964.0,,48.552941,8.407401
Heizkraftwerk NMS,,SWN Stadtwerke Neumünster GmbH,Schleswig-Holstein,Neumünster,,Steam turbine,53.6,1974.0,,54.0821,10.15
Kraftwerk Salzgitter,Salzgitter-Hallendorf AB,Salzgitter Flachstahl GmbH,Niedersachsen,Salzgitter,,Steam turbine,94.5,1939.0,,52.1579,10.39579
UPM Schongau,,UPM GmbH,Bayern,Schongau,,Steam turbine,6.0,1989.0,,47.80811,10.90251
O10,Köln (Ineos),Ineos Manufacturing Deutschland GmbH,Nordrhein-Westfalen,Köln,,Gas turbine,15.5,1964.0,,51.06948,6.84669
O10,Köln (Ineos),Ineos Manufacturing Deutschland GmbH,Nordrhein-Westfalen,Köln,,Gas turbine,19.2,1964.0,,51.06948,6.84669
O10,Köln (Ineos),Ineos Manufacturing Deutschland GmbH,Nordrhein-Westfalen,Köln,,Gas turbine,15.5,1963.0,,51.06948,6.84669
O10,Köln (Ineos),Ineos Manufacturing Deutschland GmbH,Nordrhein-Westfalen,Köln,,Gas turbine,10.4,1966.0,,51.06948,6.84669
O10,Köln (Ineos),Ineos Manufacturing Deutschland GmbH,Nordrhein-Westfalen,Köln,,Gas turbine,33.6,1967.0,,51.06948,6.84669
Oxea GmbH,,OXEA Produktion GmbH & Co.KG,Nordrhein-Westfalen,Oberhausen,,Steam turbine,38.0,1929.0,,51.52462,6.8011
Kraftwerk Raffinerie Heide,,Raffinerie Heide GmbH,Schleswig-Holstein,Hemminstedt,,Steam turbine,44.5,1961.0,,54.154861,9.076647
Werk Kalscheuren,,Orion Engineered Carbons GmbH,Nordrhein-Westfalen,Köln,,Steam turbine,26.5,1967.0,,50.87357395,6.918529651
MVA Bielefeld,,MVA Bielefeld-Herford GmbH,Nordrhein-Westfalen,Bielefeld,,Steam turbine,34.0,1981.0,,52.04269,8.60719
Heizkraftwerk Karlstraße,,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,Nordrhein-Westfalen,Bonn,,Steam turbine,12.0,1990.0,,50.73382,7.08055
DT,,Stadtwerke Düsseldorf AG,Nordrhein-Westfalen,Düsseldorf,,Steam turbine,48.9,1955.0,,51.22455,6.81543
MHKW Frankfurt,,Mainova AG,Hessen,Frankfurt am Main,,Steam turbine,26.0,1969.0,,50.16173,8.63596
Enertec Hameln,,Enertec Hameln GmbH,Niedersachsen,Hameln,,Steam turbine,13.2,1913.0,,52.09875,9.38821
Karnap,,RWE Generation SE,Nordrhein-Westfalen,Essen,,Steam turbine,38.0,1987.0,,51.51543,6.99382
HKW Mannheim,,MVV Energie AG,Baden-Württemberg,Mannheim,,Steam turbine,2.78,,2013.0,49.5224,8.45294
HKW Mannheim,,MVV Energie AG,Baden-Württemberg,Mannheim,,Steam turbine,5.56,,2012.0,49.5224,8.45294
"MHKW, WKW",,Stadtwerke Rosenheim GmbH & Co. KG,Bayern,Rosenheim,,Steam turbine,9.0,1988.0,,47.856134,12.134085
GKS,,GKS Gemeinschaftskraftwerk Schweinfurt GmbH,Bayern,Schweinfurt,,Steam turbine,24.4,1990.0,,50.02969,10.224
Nord 3,,SWM Services GmbH,Bayern,Unterföhring,,Steam turbine,22.0,1984.0,,48.180506,11.639612
BEG,,Bremerhavener Entsorgungsgesellschaft mbH,Bremen,Bremerhaven,,Steam turbine,14.0,1977.0,,53.54782,8.61792
EEW Göppingen,,EEW Energy from Waste Göppingen GmbH,Baden-Württemberg,Göppingen,,Steam turbine,11.0,1975.0,,48.68232,9.67126
MVA Hamm,,MHB Hamm Betriebsführungsgesellschaft mbH,Nordrhein-Westfalen,Hamm,,Steam turbine,14.6,1986.0,,51.68039,7.744219999999999
RZR Herten I,,AGR Abfallentsorgungsgesellschaft Ruhrgebiet mbH,Nordrhein-Westfalen,Herten,,Steam turbine,15.5,1982.0,,51.55728,7.164060000000001
MVA Ingolstadt,,Zweckverband Müllverwertungsanlage Ingolstadt (MVA Ingolstadt),Bayern,Ingolstadt,,Steam turbine,25.5,1984.0,,48.7645,11.49185
Müllheizkraftwerk,,Müllheizkraftwerk Kassel GmbH,Hessen,Kassel,,Steam turbine,14.7,1985.0,,51.2976283,9.52410538
MKVA Krefeld,,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,Nordrhein-Westfalen,Krefeld,,Steam turbine,13.5,1982.0,,51.38038,6.63732
MKVA Krefeld,,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,Nordrhein-Westfalen,Krefeld,,Steam turbine,1.5,1976.0,,51.38038,6.63732
MKVA Krefeld,,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,Nordrhein-Westfalen,Krefeld,,Steam turbine,1.5,1976.0,,51.38038,6.63732
FHKW Ludwigshafen,,Technische Werke Ludwigshafen AG,Rheinland-Pfalz,Ludwigshafen,,Steam turbine,28.0,1967.0,,49.48505,8.426219999999999
Müllheizkraftwerk Offenbach,,Energieversorgung Offenbach AG,Hessen,Offenbach,,Steam turbine,14.5,1972.0,,50.06533,8.76898
Müllkraftwerk Schwandorf,,Zweckverband Müllverwertung Schwandorf,Bayern,Schwandorf,,Steam turbine,54.0,1982.0,,49.30998,12.08795
AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,Nordrhein-Westfalen,Iserlohn,,Steam turbine,12.61,1981.0,,51.3971,7.696739999999999
Müllheizkraftwerk,,EKOCity GmbH,Nordrhein-Westfalen,Wuppertal,,Steam turbine,30.0,1976.0,,51.22515,7.1422300000000005
AHKW Neunkirchen,,EEW Energy from Waste Saarbrücken GmbH,Saarland,Neunkirchen,,Steam turbine,11.6,1977.0,,49.33857,7.17001
Turbosatz 1,,Zweckverband Abfallwirtschaft Raum Würzburg,Bayern,Würzburg,,Steam turbine,8.7,1984.0,,49.793,9.99406
Turbine 4,,KÄMMERER Energie GmbH,Niedersachsen,Osnabrück,,Steam turbine,9.5,1962.0,,52.2940363,8.0229623
Turbine 5,,KÄMMERER Energie GmbH,Niedersachsen,Osnabrück,,Steam turbine,9.8,1972.0,,52.2940363,8.0229623
Brokdorf,Brokdorf (KBR),Preussen Elektra GmbH,Schleswig-Holstein,Brokdorf,nuclear,Steam turbine,1410.0,1986.0,2021.0,53.851095,9.345944
Grohnde,Grohnde (KWG),Preussen Elektra GmbH,Niedersachsen,Grohnde,nuclear,Steam turbine,1360.0,1985.0,2021.0,52.035641,9.413497
Isar 2,Isar 2 - Essenbach (KKI) (Ohu),Preussen Elektra GmbH,Bayern,Isar,nuclear,Steam turbine,1410.0,1988.0,2023.0,48.6046,12.29507
Grafenrheinfeld,Grafenrheinfeld (KKG),E.ON Kernkraft GmbH,Bayern,Grafenrheinfeld,nuclear,Steam turbine,1275.0,1982.0,2015.0,49.984424,10.181753
Kernkraft Gundremmingen B,Gundremmingen B (KRB),RWE Power AG,Bayern,Gundremmingen,nuclear,Steam turbine,1284.0,1984.0,2017.0,48.51504,10.4015648
Kernkraft Gundremmingen C,Gundremmingen C (KRB),RWE Power AG,Bayern,Gundremmingen,nuclear,Steam turbine,1288.0,1984.0,2021.0,48.51608,10.39822
Kernkraftwerk Emsland,Emsland-Lingen (KLE),RWE Power AG,Niedersachsen,Lingen,nuclear,Steam turbine,1336.0,1988.0,2023.0,52.481878,7.306658
Gemeinschaftskernkraftwerk Neckarwestheim II,Neckarwestheim 2 GKN,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Neckarwestheim,nuclear,Steam turbine,1310.0,1989.0,2023.0,49.041111,9.175
Kernkraftwerk Philippsburg 2,Philippsburg 2 (KKP),EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Philippsburg,nuclear,Steam turbine,1402.0,1985.0,2019.0,49.252722,8.435436
Biblis A,Biblis A (KWB A),RWE Power AG,Hessen,Biblis,nuclear,Steam turbine,1200.0,1974.0,2011.0,49.692,8.425
Biblis B,Biblis B (KWB B),RWE Power AG,Hessen,Biblis,nuclear,Steam turbine,1300.0,1976.0,2011.0,49.692,8.425
Unterweser,Unterweser (KKU),Preussen Elektra GmbH,Niedersachsen,Unterweser,nuclear,Steam turbine,1345.0,1978.0,2011.0,53.471,8.468
Krümmel,Krümmel (KKK),Vattenfall Europe Nuclear Energy GmbH,Schleswig-Holstein,Krümmel,nuclear,Steam turbine,1346.0,1983.0,2011.0,53.425,10.407
Neckarwestheim 1,GKN I,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Neckarwestheim,nuclear,Steam turbine,840.0,1976.0,2011.0,49.041,9.175
Philippsburg 1,KKP 1,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Philippsburg,nuclear,Steam turbine,926.0,1979.0,2011.0,49.252,8.435
Mülheim-Kärlich,Mülheim-Kärlich (KMK),RWE Power AG,Rheinland-Pfalz,Mülheim-Kärlich,nuclear,Steam turbine,1219,1987,1990,50.384,7.527
Dummy lignite,,Placeholder Utility,,,lignite,aggregate,6204.6,1980.0,,,
Dummy hard_coal,,Placeholder Utility,,,hard_coal,aggregate,7052.299999999999,1980.0,,,
Dummy oil,,Placeholder Utility,,,oil,aggregate,1522.1,1980.0,,,
